"";"classe 1";"classe 2";"classe 3";"classe 4"
"previamente";0,088;0,056;0,022;0,084
"ponderação";0,942;0,003;0,017;0
"pet";0,458;0,085;0,612;0,002
"peso";0,274;0,048;0,019;0,003
"permanente";0,037;0;0,017;0,06
"optar";0,419;0,017;0,022;0,216
"opositor";0,177;0,274;0,106;0,26
"ocasionar";0,942;0,04;0,061;0
"nulo";0,004;0,149;0;0,017
"negócio";0,005;0,629;0;0,027
"mário";0,284;0,018;0;0,024
"moreira";0,274;0,162;0,361;0,001
"melar";0,131;0,759;0;0,208
"juazeiro";0,003;0,008;0;0,252
"intrusivo";0,001;0;0,396;0,005
"indisponível";0,098;0,003;0,017;0
"indiciária";0,044;0,04;0,098;0,154
"indevidamente";0,051;0,002;0,366;0,759
"incumbente";0,001;0;0,079;0,229
"imperioso";0;0,015;0,069;0,915
"homem";0,184;0,893;0;0,032
"fragmento";0,098;0,012;0,173;0,645
"extraio";0,899;0,032;0,323;0,001
"estender";0,942;0,255;0,739;0,345
"emergir";0,133;0,068;0,064;0,149
"embargado";0,017;0,022;0,235;0,401
"emanar";0,019;0,004;0,079;0
"dotar";0,047;0,725;0,019;0
"dilação";0;0,04;0,017;0,019
"desmentir";0,024;0;0,09;0,008
"desincumbir";0;0,005;0,025;0,1
"dedicar";0,005;0,004;0,011;0,027
"decadencial";0;0,003;0,017;0,634
"danoso";0,005;0,629;0,079;0
"contínuo";0,222;0;0,739;0,019
"contundente";0,037;0,818;0,396;0,001
"contextualizar";0,504;0,725;0,019;0,013
"contemporâneo";0,048;0,048;0,069;0,123
"conquista";0,001;0,018;0;0,084
"congruência";0;0,003;0,017;0,005
"confiar";0,003;0;0,135;0,014
"condutor";0,274;0,909;0,069;0,559
"cometer";0,037;0,11;0,487;0,001
"autêntico";0,003;0;0,061;0,158
"atendimento";0,865;0,014;0;0,536
"assis";0;0,003;0,017;0,634
"assertiva";0,125;0,414;0,808;0,022
"administrador";0,002;0;0,618;0,518
"aderência";0;0,492;0,061;0,06
"véspera";0,001;0;0,808;0,022
"válido";0,268;0,414;0,443;0,288
"viana";0,005;0,014;0;0,02
"troca";0,001;0,056;0,494;0,029
"tradução";0,001;0;0,046;0,027
"tocar";0,981;0,124;0,041;0,759
"suprimir";0,224;0,154;0,178;0,279
"sites";0,001;0;0,019;0,071
"sindicato";0,002;0;0,025;0,064
"silveira";0,002;0,005;0,025;0
"show";0,024;0;0,09;0,252
"sancionadoras";0;0,015;0,019;0,559
"ré";0;0,087;0,235;0,331
"redução";0,003;0;0,032;0,012
"psess";0,018;0,012;0,042;0
"propriedade";0,706;0,383;0,641;0,951
"processamento";0;0,015;0,019;0,022
"potencializar";0,001;0;0,022;0,216
"pluralismo";0,001;0,08;0,019;0
"oficialmente";0,112;0,142;0,459;0,648
"obrigatório";0,048;0,015;0,196;0,123
"movimento";0,059;0;0,079;0,027
"modificar";0;0,562;0,196;0,022
"jogar";0,503;0,22;0,001;0,01
"inviável";0,048;0,296;0,196;0,915
"inviabilidade";0,002;0,156;0,079;0,794
"intimidade";0,585;0,218;0,056;0
"interlocutor";0,542;0,014;0,872;0,046
"instrutório";0;0,345;0,222;0,007
"inequivocamente";0,059;0,725;0,025;0,725
"indiciários";0;0,014;0,049;0,079
"inconstitucional";0,009;0,466;0,022;0,132
"inautêntico";0,003;0;0,032;0,141
"inauditável";0,001;0,131;0;0,006
"iminente";0,007;0;0,252;0,032
"ideologia";0,003;0,154;0,118;0,001
"guarda";0,284;0,926;0,056;0,501
"gravemente";0,059;0;0,022;0,82
"geromel";0,003;0,008;0;0,095
"foto";0,051;0;0,678;0,035
"fluxo";0,981;0,008;0,135;0,167
"fixo";0,153;0,402;0,09;0,395
"finalmente";0,334;0,039;0,001;0,818
"federação";0,073;0,038;0,96;0,883
"experiência";0,254;0,024;0,285;0,01
"equivalente";0,146;0,774;0,001;0,075
"enfrentamento";0,927;0,001;0,022;0,216
"dono";0,251;0,093;0;0,444
"domínio";0;0,048;0,778;0,022
"dividendo";0,002;0;0,025;0,252
"detalhe";0,588;0,156;0;0,007
"desempenhar";0,009;0,156;0,698;0,084
"defensivo";0;0,909;0,069;0,022
"culpa";0,785;0,963;0,106;0,26
"controvertido";0;0,156;0,222;0,216
"continental";0,001;0;0,022;0,027
"concepção";0,004;0,007;0,443;0,288
"competição";0,047;0,048;0,019;0
"coligir";0,001;0,005;0,09;0,395
"cerimonial";0,001;0;0,144;0,007
"cair";0,007;0,402;0;0,1
"banco";0,011;0,151;0,02;0,392
"avançar";0,059;0,185;0,032;0,008
"autonomia";0,001;0;0,019;0,044
"anormal";0,146;0,664;0,131;0,001
"afetado";0,047;0,131;0,069;0
"advertir";0,832;0,08;0,443;0,185
"admissão";0;0,004;0,019;0,006
"adesão";0,001;0;0,808;0,185
"abril";0,001;0,345;0;0,084
"viii";0,187;0,154;0,323;0,046
"validade";0,001;0,005;0,025;0,177
"sólido";0,045;0,58;0,037;0,398
"sucesso";0,005;0;0,222;0,454
"sti";0,002;0,026;0;0,01
"sobrevir";0,488;0,048;0,049;0,606
"soares";0,003;0,261;0,19;0,001
"reputar";0;0,026;0,028;0,978
"red";0,419;0,004;0,022;0
"recebido";0,981;0,01;0,783;0,017
"rebater";0,009;0;0,957;0,038
"protagonista";0,419;0,64;0,022;0,091
"prevalência";0,321;0,994;0,079;0,008
"preponderante";0,003;0,18;0,049;0,959
"ponderado";0,019;0,004;0,022;0
"plateia";0,019;0;0,494;0,007
"pi";0,005;0,004;0,022;0
"opinar";0,208;0,345;0,698;0,454
"objetivamente";0,61;0,893;0,55;0,883
"mormente";0,842;0,207;0,028;0,629
"mitigar";0,419;0,64;0,022;0,091
"mercado";0,011;0,001;0,271;0,693
"marino";0,928;0,774;0,082;0,075
"loja";0,074;0,479;0;0,136
"lesão";0,169;0,695;0,678;0,023
"lesivo";0,001;0,004;0,022;0
"lavra";0;0,007;0,103;0,294
"jingle";0,011;0;0,032;0,012
"inocorrência";0;0,007;0,028;0,978
"indefiro";0;0,004;0,022;0,027
"imprescindibilidade";0;0,018;0,022;0,084
"implementar";0,059;0,056;0,144;0,216
"imparcialidade";0,088;0,994;0,079;0,794
"ilustrar";0,002;0,038;0,007;0,252
"generalizado";0,928;0,014;0,131;0,298
"fácil";0,225;0;0,957;0,01
"formulação";0;0,156;0,222;0,084
"fiscalização";0,115;0,154;0,118;0,095
"família";0,002;0;0,111;0,032
"fabricar";0,001;0;0,882;0,007
"extinguir";0;0,004;0,022;0,007
"extemporâneo";0,007;0,893;0,025;0
"estabelecido";0,588;0,018;0,022;0
"especulação";0,723;0,154;0,872;0,046
"equivaler";0,275;0,154;0,059;0,046
"empreender";0,031;0,629;0,022;0,454
"dolo";0,94;0,304;0,032;0,329
"divergente";0;0,005;0,252;0,032
"devasso";0,002;0,479;0,206;0,136
"descumprimento";0,131;0,124;0,037;0,066
"denunciar";0,031;0,817;0;0,119
"deliberado";0,002;0;0,09;0,252
"crivo";0;0,032;0,118;0,012
"corrente";0,184;0,893;0,618;0,395
"correlato";0,002;0,004;0,355;0,216
"controverter";0;0,018;0,222;0,027
"contraponto";0,001;0;0,222;0,084
"contestar";0,321;0;0,222;0,084
"concretizar";0,011;0,001;0,678;0,817
"comprometido";0,001;0,345;0,079;0
"cometimento";0,23;0,149;0,155;0,141
"científico";0,019;0;0,022;0,216
"categórico";0,96;0,07;0,09;0,001
"bolha";0,002;0;0,025;0,1
"aumentar";0,003;0;0,135;0,014
"ater";0,007;0;0,252;0,883
"associação";0,002;0;0,285;0,01
"aparato";0,031;0;0,103;0,01
"anotação";0,019;0,07;0,111;0,032
"amanhã";0,007;0,07;0;0,008
"alusivo";0,321;0,156;0,494;0,002
"alimentar";0,024;0,002;0,295;0,1
"alertar";0,024;0,111;0,111;0,518
"aceito";0,184;0,402;0,111;0,395
"óbice";0;0,022;0,09;0,883
"ético";0,153;0,07;0,025;0,019
"vertente";0,503;0,79;0,285;0,978
"transformação";0,002;0;0,025;0,518
"trago";0,005;0,022;0,55;0,883
"tom";0,024;0;0,55;0,1
"tipificação";0,184;0,402;0,96;0,019
"tabela";0,225;0;0,957;0,01
"sindical";0,039;0;0,064;0,712
"sepúlveda";0,007;0,005;0,025;0
"retratar";0,334;0,622;0,753;0,066
"respel";0,458;0,007;0,028;0
"respeitado";0,18;0,479;0,027;0,198
"repórter";0,009;0;0,889;0,115
"remover";0,011;0;0,074;0,035
"pátria";0,011;0,917;0;0,67
"programação";0,024;0,268;0,007;0,252
"precisamente";0,184;0,111;0,025;0,064
"possivelmente";0,007;0,725;0,001;0,725
"performance";0,009;0;0,285;0,038
"percentual";0,003;0,039;0;0,398
"pa";0,073;0,005;0,09;0
"orgânico";0,104;0;0,056;0,095
"ofender";0,115;0,261;0,118;0
"observador";0,002;0,22;0;0,01
"obrigação";0;0,032;0,032;0,922
"objetivar";0,344;0,954;0,421;0,814
"modificativo";0;0,022;0,025;0,032
"menezes";0,009;0,022;0,142;0
"liderança";0,024;0,01;0,007;0,008
"junior";0,718;0,049;0,113;0,002
"jairo";0,003;0,309;0,366;0
"insuficiente";0,014;0,18;0,049;0,606
"informatizado";0,002;0,535;0;0,008
"implícito";0,384;0,535;0,618;0,883
"imaginário";0,002;0;0,082;0,01
"giuseppe";0,005;0,014;0;0,02
"gastar";0,064;0,713;0;0,066
"fundar";0,153;0,022;0,025;0,004
"faculdade";0,001;0,005;0,295;0,1
"facilmente";0,184;0;0,252;0,032
"expedir";0,073;0,01;0,111;0,032
"emenda";0,187;0,032;0,19;0,67
"eliminar";0,332;0,111;0,96;0,008
"dicção";0;0,005;0,09;0,252
"desvirtuar";0,024;0;0,025;0,395
"desenvolvido";0,254;0,466;0,612;0,978
"demarcar";0;0,725;0,025;0,008
"delicado";0,007;0,725;0,09;0
"decisivo";0,153;0,725;0,252;0,883
"convincente";0,019;0,032;0,312;0,572
"conveniência";0,006;0,539;0,679;0,046
"contratante";0,05;0,774;0,485;0,075
"consolidar";0,073;0,01;0,252;0,725
"comunicacional";0,002;0;0,55;0,883
"complexidade";0,332;0,893;0,96;0,252
"comercial";0,274;0,001;0,361;0,202
"cliente";0,001;0,185;0,285;0,208
"categoricamente";0,007;0,071;0;0,024
"carta";0,384;0,725;0,111;0,883
"battisti";0,005;0,058;0;0,02
"atentado";0,024;0,268;0,001;0,1
"assemelhar";0,638;0,11;0,037;0,443
"apreço";0,115;0,032;0,323;0
"aporte";0,073;0,022;0,09;0
"aparente";0,899;0,014;0,032;0,67
"anulação";0,746;0,865;0,042;0,043
"antigo";0,115;0;0,323;0,141
"altura";0,503;0,79;0,24;0,038
"acessado";0,033;0,014;0,082;0,075
"ávila";0,405;0,075;0,042;0,357
"trocar";0,225;0,79;0;0,01
"tido";0,037;0,007;0,103;0,044
"tempestivo";0,011;0,007;0,028;0,044
"tecer";0;0,261;0,323;0,046
"standard";0;0,007;0,028;0,629
"solucionar";0;0,007;0,285;0,01
"solicitado";0;0,018;0,204;0,024
"sentença";0;0,008;0,032;0,534
"repetição";0,489;0,479;0,833;0,198
"renovar";0,012;0,124;0,135;0,818
"regulação";0,215;0;0,085;0,167
"reação";0,04;0,001;0,19;0,012
"razoabilidade";0,503;0,085;0,612;0,132
"pôr";0,899;0,261;0,872;0,252
"propício";0,107;0,024;0,103;0,01
"prontamente";0,031;0;0,285;0,038
"projetar";0,144;0,002;0,366;0,398
"porta";0,638;0,11;0,145;0,014
"plausível";0,402;0,154;0,872;0,012
"petrobras";0,51;0,878;0,769;0,545
"pegar";0,004;0,012;0;0,017
"ordenar";0,022;0,539;0,323;0,343
"nobre";0,867;0,068;0,6;0,115
"monólogo";0,014;0;0,145;0,014
"mente";0,503;0,207;0,957;0,038
"melhoria";0,003;0;0,872;0,046
"lxxviii";0;0,01;0,037;0,167
"janino";0,005;0,014;0;0,02
"isonômico";0,115;0,685;0,032;0,001
"inaugural";0;0,007;0,028;0,038
"global";0,786;0;0,285;0,01
"gestor";0,009;0,22;0,001;0,32
"fórum";0,002;0,466;0,028;0
"farsa";0,003;0,539;0;0,012
"falsidade";0,981;0,282;0,037;0,443
"factual";0,002;0;0,957;0,01
"endereço";0,074;0,31;0,009;0,136
"eficiência";0,022;0,878;0,206;0,136
"dificultar";0,981;0;0,037;0,055
"diferenciar";0,107;0,106;0,056;0,095
"descrédito";0,225;0;0,028;0,59
"descontextualizadas";0,002;0;0,285;0,629
"custeio";0,082;0,048;0,469;0,606
"cronológico";0,458;0,024;0,957;0,119
"correr";0,225;0,445;0,001;0,01
"contábil";0,117;0,075;0,564;0,515
"contrariar";0,746;0,865;0,155;0,141
"contrapor";0,092;0,006;0,285;0,978
"consumação";0;0,007;0,028;0,01
"conflitante";0;0,008;0,032;0,046
"competidor";0,002;0,078;0,028;0
"comemoração";0,004;0;0,042;0,198
"coibir";0,031;0,085;0,028;0
"cautela";0,503;0,445;0,957;0,119
"caputo";0,009;0,817;0,028;0
"bastos";0,009;0,817;0,028;0
"basicamente";0,405;0,366;0;0,066
"apontamento";0,131;0,282;0,366;0,055
"adquirir";0,521;0,003;0,766;0,042
"acréscimo";0;0,026;0,028;0,978
"achado";0,224;0,154;0,017;0,02
"absurdo";0,009;0,001;0,022;0,01
"abrangente";0,503;0,817;0,028;0,132
"viabilidade";0,045;0,039;0,387;0,398
"unir";0,064;0,02;0,155;0,357
"ultrapassar";0,899;0,154;0,872;0,141
"transferir";0,003;0,685;0;0,012
"suspenso";0;0,087;0,064;0,712
"substantivo";0,275;0,008;0,032;0
"slide";0,009;0,087;0;0,029
"sistêmico";0,04;0;0,032;0,67
"significado";0,04;0,154;0,872;0,534
"sala";0,007;0,218;0;0,024
"roger";0,004;0;0,042;0,462
"rodrigo";0,005;0,058;0,92;0
"reverberar";0,003;0,003;0,118;0,095
"reputado";0,072;0,102;0,679;0,922
"punível";0,144;0,124;0,037;0
"propriamente";0,064;0;0,833;0,066
"proporção";0,051;0;0,037;0,055
"permear";0,04;0;0,032;0,67
"operador";0,203;0,664;0,354;0,075
"nancy";0,003;0,102;0,032;0
"morar";0,746;0,366;0;0,017
"metodologia";0,022;0,36;0,118;0,046
"marcha";0;0,917;0,032;0,046
"luís";0,006;0,366;0,155;0,462
"ligação";0,439;0,181;0,903;0,672
"itamaraty";0,009;0;0,142;0,029
"introduzido";0,275;0,008;0,032;0
"indiscriminado";0,003;0,236;0,339;0,26
"impedimento";0,187;0,261;0,032;0,095
"imaginar";0,04;0,032;0;0,012
"guiar";0;0,261;0,032;0,046
"frisar";0,022;0,685;0,323;0,046
"frase";0,003;0,034;0;0,014
"fotografia";0,405;0,713;0,005;0,198
"forjar";0,011;0;0,323;0,012
"fls";0,014;0,815;0,469;0,079
"faixa";0,015;0,306;0,065;0,934
"esconder";0,011;0,408;0;0,035
"escala";0,003;0;0,366;0,055
"equivocar";0,072;0,917;0,872;0,046
"ensejo";0,012;0,282;0,135;0,014
"doutrinário";0,115;0,008;0,032;0
"documentário";0,104;0;0,204;0,024
"distorção";0,011;0;0,032;0,141
"diplomata";0,011;0;0,679;0,012
"desviante";0,011;0,917;0,032;0
"desnecessidade";0;0,039;0,135;0,167
"demandado";0,072;0,102;0,032;0,095
"deliberação";0,045;0,039;0,387;0,398
"cívico";0,007;0;0,056;0,024
"célere";0,006;0,865;0,155;0,066
"cristina";0,06;0,236;0,339;0,965
"cotejo";0,723;0,685;0,118;0,534
"costa";0,521;0,382;0,259;0,572
"corrigir";0,144;0,282;0,008;0,055
"cooperação";0,072;0,917;0,323;0,343
"conversão";0,723;0,408;0,337;0,035
"constrangimento";0,697;0,954;0,421;0,712
"consequentemente";0;0,032;0,032;0,922
"comunicativo";0,003;0,008;0,032;0
"comparativo";0,723;0,539;0,059;0,141
"circular";0,003;0;0,783;0,014
"cabeça";0,003;0,039;0;0,055
"cabal";0,899;0,917;0,461;0,67
"banimento";0,676;0,185;0,017;0,208
"alterado";0,115;0,36;0;0,012
"al";0,04;0,36;0,118;0,007
"acolhido";0;0,008;0,118;0,046
"abarcar";0,23;0,213;0,042;0,462
"waters";0,004;0;0,042;0,462
"vigilância";0,051;0;0,135;0,055
"veemente";0,043;0,617;0,152;0,003
"valorar";0;0,039;0,135;0,167
"utilidade";0;0,124;0,135;0,014
"série";0,104;0,295;0,01;0,095
"suceder";0;0,622;0,037;0,055
"sensível";0,18;0,713;0,692;0,141
"saúde";0,004;0;0,692;0,066
"sabido";0,012;0,039;0,037;0,192
"respeitoso";0,003;0,809;0,085;0,167
"repúdio";0,003;0;0,037;0,055
"replicar";0,697;0;0,064;0,115
"religioso";0,014;0,58;0,037;0
"reiteradamente";0,144;0;0,753;0,055
"recorrível";0;0,01;0,037;0,014
"racionalidade";0;0,01;0,037;0,014
"prosperar";0;0,149;0,042;0,017
"propina";0,579;0,132;0,011;0,167
"privativo";0,144;0,282;0,366;0,192
"poderio";0,003;0,039;0,037;0
"pessoalmente";0,051;0,008;0,387;0,167
"personalidade";0,003;0,034;0,041;0,398
"oscar";0,131;0,083;0,936;0,832
"ofertar";0,132;0,317;0,785;0,392
"obrigatoriedade";0;0,018;0,056;0,279
"obedecer";0,003;0,309;0,037;0
"naturalmente";0,746;0,004;0,414;0,066
"míngua";0;0,039;0,037;0,759
"mote";0,224;0;0,049;0,02
"mirar";0,014;0;0,135;0,014
"minucioso";0,18;0,366;0,108;0,357
"midiático";0,014;0,58;0,037;0
"litigante";0;0,01;0,037;0,055
"levantar";0,224;0,815;0;0,02
"legitimado";0;0,012;0,042;0,462
"juridicamente";0,638;0,976;0,037;0,017
"invalidação";0,131;0,01;0,366;0,066
"intérprete";0,014;0,282;0,753;0,066
"instituir";0,334;0,309;0,366;0,004
"insegurança";0,003;0,309;0,037;0,759
"inconformismo";0;0,124;0,037;0,014
"inacessível";0,003;0,034;0,037;0,004
"impropriedade";0,312;0,201;0,972;0,803
"governante";0,004;0;0,042;0,357
"fulminar";0;0,01;0,037;0,055
"felipe";0,003;0,058;0,469;0,536
"favorecimento";0,014;0;0,037;0,443
"exercitar";0,638;0;0,135;0,055
"executar";0,003;0;0,037;0,014
"estranho";0,003;0,58;0,037;0,055
"escopo";0,981;0,58;0,037;0,192
"errado";0,003;0,008;0,008;0,055
"dissociar";0,867;0,954;0,235;0,401
"desconformidade";0,031;0,018;0,056;0
"depoente";0,005;0,431;0;0,02
"correção";0,003;0,01;0,387;0,167
"correspondente";0,132;0,107;0,337;0,392
"controlar";0,007;0,001;0,204;0,501
"conselho";0,169;0,041;0,1;0,035
"conluio";0,169;0,008;0,785;0,138
"concorrer";0,604;0,976;0,366;0,818
"coeso";0,594;0,071;0,204;0,015
"cadeira";0,004;0,149;0;0,462
"autopromoção";0,005;0,011;0,003;0,02
"atitude";0,064;0,075;0,108;0,198
"asepa";0,001;0,061;0,131;0,764
"argumentação";0,144;0,008;0,753;0,398
"aparência";0,031;0;0,204;0,619
"apagar";0,011;0,107;0;0,035
"anonimato";0,23;0,713;0,042;0,357
"andrighi";0,003;0,01;0,037;0
"andrade";0,146;0,061;0;0,075
"amplificar";0,003;0;0,037;0,014
"amparo";0,638;0,58;0,753;0,818
"americano";0,051;0;0,753;0,014
"aliado";0,865;0,002;0,469;0,02
"vulnerável";0,005;0,431;0;0,02
"*dec_509190";0;0,799;0;0
"*rel_Jorge";0,978;0,013;0;0
"*dec_304322";0,001;0,965;0;0
"*dec_3232531";0,037;0,604;0;0,018
"*rel_Og";0;0,103;0;0,344
"*rel_Edson";0;0;0;0
"*dec_2975030";0,001;0;0,001;0,299
"*ano_2020";0;0;0;0
"*ano_2021";0;0;0;0,001
"*ano_2022";0;0;0;0
"*ano_2023";0;0;0;0,044
"*dec_2673321";0;0,001;0;0
"*dec_2673006";0;0,001;0;0
"*rel_Benedito";0;0;0;0
"*dec_3271816";0;0,001;0;0
"*dec_513575";0,058;0,016;0;0
"*dec_3238332";0,239;0;0;0,107
"*dec_2955969";0,002;0;0,007;0,476
"*dec_2964273";0;0;0;0,017
"*rel_Alexandre";0,467;0;0;0,162
"*dec_1396358";0,012;0,002;0,001;0,001
"*dec_1180579";0;0;0,029;0
"*dec_3290788";0,986;0;0;0,212
"*dec_3265892";0;0;0;0
"*dec_513600";0;0;0;0
"*dec_2975009";0,467;0;0;0,162
"*dec_1416496";0,094;0;0;0
"*dec_304675";0,121;0;0;0
"*dec_1401652";0;0;0,014;0,563
"*dec_1399550";0,004;0,007;0,132;0,309
"*rel_Mauro";0,455;0,251;0;0
"*ano_2019";0,041;0,003;0;0,002
"*ano_2018";0,004;0,974;0;0
"*dec_2993810";0,004;0,002;0,989;0,999
"*dec_3290757";0;0;0,078;0,607
"*dec_2993816";0;0;0,078;0,905
"*dec_3278444";0;0;0;0
"*dec_514196";0,001;0;0;0
"*dec_1410227";0;0;0;0,999
"*dec_2993838";0;0;0;0,317
"*rel_Luis";0;0;0;0
"*dec_1408677";0;0;0,012;0
"*dec_1399587";0;0;0,012;0,359
"*dec_1410228";0;0;0;0,19
"*dec_525750";0,513;0,708;0;0
"*dec_2955492";0,842;0,001;0,002;0,732
"*dec_2955491";0;0;0,608;0,339
"*dec_304489";0,136;0;0;0
"*dec_3237371";0;0,035;0;0,308
